,Datetime,file,shortwave_incoming_radiation,shortwave_outgoing_radiation,net_radiation,air_temperature_1,air_temperature_1_max,air_temperature_1_min,air_temperature_cs500_air1,air_temperature_cs500_air2,relative_humidity_1,relative_humidity_2,wind_speed_1,wind_speed_u1_max,wind_speed_2,wind_speed_u2_max,wind_from_direction_1,wind_from_direction_2,air_pressure,height_wind_sensor_1,height_wind_sensor_2,battery_voltage,air_temperature_2,snow_depth_1,snow_depth_2,sensible_heat_flux,latent_heat_flux,air_temperature_2m,relative_humidity_2m,wind_speed_10m,solar_zenith_angle,solar_azimuth_angle,surface_albedo,relative_humidity_1_cor,relative_humidity_2_cor,specific_humidity_1,specific_humidity_2,shortwave_incoming_radiation_max,shortwave_incoming_radiation_stdev,net_radiation_stdev,air_temperature_2_max,air_temperature_2_min,wind_speed_u1_stdev,wind_speed_u2_stdev,ref_temperature,snow_temperature_1,snow_temperature_2,snow_temperature_3,snow_temperature_4,snow_temperature_5,snow_temperature_6,snow_temperature_7,snow_temperature_8,snow_temperature_9,snow_temperature_10,incoming_uv_radiation,incoming_longwave_radiation,surface_temperature_1,surface_temperature_2,net_radiation_maximum,year,month,season,DayOfYear,DayOfCentury
455465,1999-06-23 16:00:00,KULU,470.51,366.64,70.37,0.98,,,-0.14,0.88,93.68,53.0,0.22,,1.23,,,156.7,893.5,2.15,,13.08,0.96,0.18,,,,,,,43.59,200.4,0.78,93.68,53.0,4.29,2.42,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455486,1999-06-23 17:00:00,KULU,421.89,335.04,30.09,1.31,,,0.03,1.14,94.6,63.1,0.23,,0.86,,,190.4,893.4,2.15,,13.07,1.76,0.18,,,,,,,47.27,215.4,0.79,94.6,63.1,4.43,3.05,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455510,1999-06-23 18:00:00,KULU,315.64,268.68,29.62,1.08,,,-0.08,0.36,93.02,61.69,0.23,,0.84,,,185.4,893.6,2.16,,14.21,1.0,0.17,,,,,,,52.27,230.4,0.85,93.02,61.69,4.29,2.83,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455521,1999-06-23 19:00:00,KULU,261.56,231.69,25.33,0.18,,,-0.46,-0.57,92.17,72.23,0.24,,0.97,,,149.2,893.5,2.16,,13.93,-0.38,0.17,,,,,,,58.06,245.4,0.89,92.17,72.49,3.98,2.99,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455537,1999-06-23 20:00:00,KULU,185.34,164.58,15.43,0.11,,,-0.62,-0.93,94.32,76.92,0.24,,0.8,,354.2,177.9,893.4,2.16,,13.49,-0.45,0.17,,,,,,,64.18,260.4,0.89,94.32,77.25,4.05,3.17,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455557,1999-06-23 21:00:00,KULU,160.62,143.05,12.74,0.75,,,-0.6,-0.53,94.2,70.51,0.25,,0.53,,253.7,135.3,893.5,2.16,,13.42,-0.28,0.17,,,,,,,70.25,275.4,,94.2,70.7,4.24,2.94,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455573,1999-06-23 22:00:00,KULU,103.89,93.3,0.93,0.47,,,-0.8,-0.48,96.1,69.08,0.04,,0.24,,46.9,113.5,893.6,2.16,,13.3,-0.28,0.17,,,,,,,75.97,290.4,,96.1,69.26,4.24,2.88,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455604,1999-06-23 23:00:00,KULU,68.62,61.09,-5.81,0.27,,,-0.97,-0.71,97.07,75.15,0.01,,0.25,,47.0,88.6,893.7,2.16,,13.23,-0.55,0.17,,,,,,,81.02,305.4,,97.07,75.55,4.22,3.08,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,174,729444
455619,1999-06-24 00:00:00,KULU,26.56,23.43,-12.19,-1.21,,,-2.41,-2.14,95.63,84.6,0.17,,0.58,,58.7,58.1,893.8,2.16,,13.06,-1.93,0.17,,,,,,,85.16,320.4,,96.75,86.19,3.73,3.13,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
455636,1999-06-24 01:00:00,KULU,10.48,8.98,-12.03,-2.65,,,-3.69,-2.83,93.7,84.35,0.84,,1.38,,123.7,92.2,893.4,2.16,,13.07,-2.6,0.17,,,,,,,88.14,335.4,,96.13,86.5,3.29,2.97,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
455649,1999-06-24 02:00:00,KULU,3.1,2.7,-10.28,-3.57,,,-4.57,-3.37,90.94,81.39,1.65,,2.63,,5.5,19.8,893.1,2.16,,13.06,-3.02,0.17,,,,,,,89.79,350.4,,94.14,83.8,2.98,2.78,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
455659,1999-06-24 03:00:00,KULU,1.77,1.62,-11.43,-3.56,,,-4.61,-2.83,93.07,75.82,0.27,,0.8,,188.6,104.3,893.0,2.16,,13.05,-2.54,0.17,,,,,,,90.0,5.4,,96.33,77.7,3.05,2.68,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
455694,1999-06-24 04:00:00,KULU,2.51,2.16,-11.38,-3.97,,,-5.01,-3.23,91.76,73.74,0.69,,1.31,,82.3,37.6,892.8,2.16,,13.04,-2.96,0.17,,,,,,,88.75,20.4,,95.36,75.88,2.92,2.53,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
455702,1999-06-24 05:00:00,KULU,7.01,5.94,-9.37,-4.43,,,-5.47,-3.92,88.1,75.28,1.62,,2.82,,5.5,18.2,892.6,2.16,,13.03,-3.64,0.17,,,,,,,86.12,35.4,,91.96,77.98,2.71,2.45,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
455716,1999-06-24 06:00:00,KULU,17.93,15.26,-2.86,-4.45,,,-5.53,-4.13,86.14,75.03,2.43,,3.95,,5.5,18.3,892.4,2.16,,13.05,-3.85,0.17,,,,,,,82.29,50.4,,89.94,77.88,2.64,2.41,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
455732,1999-06-24 07:00:00,KULU,37.41,32.07,4.8,-4.14,,,-5.23,-3.74,85.55,75.15,2.06,,3.6,,11.9,24.0,892.4,2.17,,13.11,-3.49,0.16,,,,,,,77.47,65.4,,89.05,77.73,2.69,2.48,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
455751,1999-06-24 08:00:00,KULU,64.93,56.37,12.17,-3.71,,,-4.81,-3.43,85.61,75.64,2.28,,3.7,,18.2,18.3,892.3,2.17,,13.21,-3.21,0.16,,,,,,,71.91,80.4,,88.74,78.03,2.78,2.55,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
455770,1999-06-24 09:00:00,KULU,105.43,91.88,20.64,-3.26,,,-4.37,-2.99,84.59,75.82,2.65,,4.09,,24.6,12.2,892.2,2.16,,13.48,-2.79,0.17,,,,,,,65.91,95.4,0.87,87.3,77.89,2.84,2.63,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
455786,1999-06-24 10:00:00,KULU,122.4,107.0,23.64,-2.91,,,-4.01,-2.69,84.48,76.53,2.59,,4.06,,21.5,15.6,892.0,2.17,,14.01,-2.49,0.16,,,,,,,59.76,110.4,0.87,86.89,78.39,2.91,2.72,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
455816,1999-06-24 11:00:00,KULU,256.39,211.37,50.36,-2.68,,,-3.79,-2.32,85.18,75.95,2.37,,3.87,,18.4,20.3,892.1,2.17,,14.44,-2.28,0.16,,,,,,,53.84,125.4,0.82,87.42,77.64,2.98,2.74,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
455825,1999-06-24 12:00:00,KULU,423.58,334.77,84.73,-1.17,,,-2.37,-0.23,86.59,64.33,1.02,,3.03,,15.4,41.7,892.2,2.17,,13.62,-0.3,0.16,,,,,,,48.58,140.4,0.79,87.57,64.51,3.39,2.69,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
455846,1999-06-24 13:00:00,KULU,457.89,358.6,92.44,-0.33,,,-1.49,1.84,85.33,60.43,0.26,,2.29,,12.3,72.7,892.3,2.17,,13.38,1.5,0.16,,,,,,,44.47,155.4,0.78,85.6,60.43,3.56,2.87,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
455869,1999-06-24 14:00:00,KULU,485.27,387.56,100.52,0.63,,,-0.52,2.59,82.77,66.93,0.09,,1.64,,9.2,75.2,892.4,2.17,,13.59,2.52,0.16,,,,,,,42.07,170.4,0.8,82.77,66.93,3.7,3.43,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
455883,1999-06-24 15:00:00,KULU,405.51,330.72,62.52,1.1,,,-0.22,1.7,79.63,66.62,0.49,,1.52,,6.1,48.8,892.2,2.17,,14.6,1.35,0.16,,,,,,,41.76,185.4,0.82,79.63,66.62,3.68,3.14,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
455895,1999-06-24 16:00:00,KULU,292.1,252.68,51.27,-0.01,,,-1.1,0.02,84.88,66.22,0.4,,1.86,,3.1,104.7,892.1,2.16,,13.91,-0.02,0.17,,,,,,,43.61,200.4,0.87,84.88,66.23,3.62,2.82,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
455914,1999-06-24 17:00:00,KULU,283.25,234.66,42.81,-0.14,,,-1.08,0.2,86.69,72.14,0.31,,2.21,,0.0,91.1,892.0,2.16,,14.71,0.1,0.17,,,,,,,47.29,215.4,0.83,86.8,72.14,3.66,3.1,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
455946,1999-06-24 18:00:00,KULU,393.26,308.11,84.45,0.97,,,0.02,1.29,87.5,73.03,0.22,,2.56,,0.0,96.9,892.0,2.16,,14.32,0.91,0.17,,,,,,,52.29,230.4,0.78,87.5,73.03,4.01,3.33,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
455957,1999-06-24 19:00:00,KULU,354.6,287.65,62.79,0.35,,,-0.52,1.35,83.88,65.78,0.13,,2.9,,0.0,87.0,892.1,2.17,,14.53,1.11,0.16,,,,,,,58.07,245.4,0.81,83.88,65.78,3.67,3.04,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
455967,1999-06-24 20:00:00,KULU,253.44,213.53,34.73,-0.35,,,-1.33,0.26,85.59,67.01,0.05,,3.25,,0.1,91.2,892.5,2.18,,13.65,0.11,0.15,,,,,,,64.19,260.4,0.84,85.87,67.01,3.56,2.88,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
455988,1999-06-24 21:00:00,KULU,209.69,184.43,20.74,0.9,,,-0.38,0.6,88.18,68.61,0.03,,3.59,,0.0,130.5,892.7,2.18,,13.51,1.0,0.15,,,,,,,70.27,275.4,,88.18,68.61,4.02,3.15,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
456005,1999-06-24 22:00:00,KULU,163.06,159.05,6.88,1.91,,,0.05,0.27,84.3,74.2,0.26,,3.94,,41.3,112.3,892.8,2.18,,13.36,0.33,0.15,,,,,,,75.98,290.4,,84.3,74.2,4.13,3.24,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
456036,1999-06-24 23:00:00,KULU,105.21,89.43,-1.28,-1.6,,,-2.82,-1.59,86.07,83.87,1.47,,4.29,,82.6,94.1,892.9,2.18,,13.29,-1.44,0.15,,,,,,,81.04,305.4,,87.41,85.04,3.26,3.22,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,175,729445
456051,1999-06-25 00:00:00,KULU,52.68,44.78,-22.56,-3.18,,,-4.25,-2.68,85.31,79.7,2.82,,4.63,,0.3,19.1,893.1,2.17,,13.11,-2.56,0.16,,,,,,,85.18,320.4,,87.98,81.7,2.88,2.81,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456058,1999-06-25 01:00:00,KULU,16.82,14.3,-30.8,-4.96,,,-5.95,-4.55,85.26,78.06,4.08,,6.06,,5.7,8.0,893.3,2.17,,13.13,-4.38,0.16,,,,,,,88.16,335.4,,89.46,81.44,2.51,2.4,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456090,1999-06-25 02:00:00,KULU,3.98,3.85,-29.34,-6.2,,,-7.18,-5.94,85.87,78.94,4.59,,6.86,,6.3,8.6,893.3,2.17,,13.1,-5.65,0.16,,,,,,,89.81,350.4,,91.19,83.39,2.3,2.21,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456101,1999-06-25 03:00:00,KULU,2.66,2.57,-29.74,-6.48,,,-7.42,-5.91,83.4,73.4,5.2,,7.95,,5.9,9.3,893.5,2.17,,13.08,-5.63,0.16,,,,,,,90.02,5.4,,88.81,77.52,2.19,2.06,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456121,1999-06-25 04:00:00,KULU,3.32,3.11,-30.45,-6.69,,,-7.59,-6.09,82.8,84.09,6.15,,9.44,,14.8,14.6,893.3,2.17,,13.08,-5.85,0.16,,,,,,,88.77,20.4,,88.35,89.0,2.14,2.32,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456144,1999-06-25 05:00:00,KULU,6.2,5.74,-31.38,-7.01,,,-7.93,-6.33,84.51,85.48,4.93,,9.03,,23.6,33.7,893.3,2.17,,13.07,-6.12,0.16,,,,,,,86.14,35.4,,90.46,90.71,2.13,2.31,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456151,1999-06-25 06:00:00,KULU,37.78,32.11,-29.69,-6.94,,,-7.88,-6.17,86.63,87.16,6.14,,10.26,,348.7,15.9,893.3,2.17,,13.15,-5.96,0.16,,,,,,,82.31,50.4,,92.67,92.35,2.19,2.38,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456178,1999-06-25 07:00:00,KULU,90.53,76.95,-7.04,-6.41,,,-7.25,-5.64,82.6,70.96,6.18,,10.08,,354.6,17.2,894.2,2.17,,13.3,-5.56,0.16,,,,,,,77.49,65.4,,87.9,74.89,2.18,2.0,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456183,1999-06-25 08:00:00,KULU,146.16,124.24,14.65,-5.63,,,-6.37,-4.76,78.28,67.98,4.72,,7.89,,,17.0,895.0,2.17,,14.07,-4.74,0.16,,,,,,,71.93,80.4,,82.67,71.18,2.19,2.03,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456208,1999-06-25 09:00:00,KULU,211.68,199.01,28.65,-5.25,,,-5.93,-4.51,80.47,69.24,6.69,,10.41,,,9.7,895.1,2.17,,14.61,-4.5,0.16,,,,,,,65.93,95.4,0.94,84.67,72.33,2.32,2.11,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456228,1999-06-25 10:00:00,KULU,280.74,244.31,42.65,-4.24,,,-4.97,-3.44,81.97,71.87,6.77,,10.43,,,8.7,895.3,2.17,,14.92,-3.5,0.16,,,,,,,59.78,110.4,0.87,85.41,74.35,2.55,2.36,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456245,1999-06-25 11:00:00,KULU,344.49,285.02,60.87,-3.06,,,-3.92,-2.05,83.53,71.23,5.94,,9.25,,,13.2,895.7,2.17,,13.93,-2.12,0.16,,,,,,,53.86,125.4,0.83,86.04,72.7,2.83,2.59,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456269,1999-06-25 12:00:00,KULU,400.49,318.57,83.59,-2.15,,,-3.04,-1.0,84.31,74.54,6.06,,9.27,,,17.8,896.0,2.17,,13.49,-1.14,0.16,,,,,,,48.6,140.4,0.8,86.08,75.36,3.06,2.91,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456287,1999-06-25 13:00:00,KULU,439.59,342.4,102.99,-1.07,,,-1.86,0.13,83.81,69.04,5.31,,8.11,,,13.3,896.3,2.17,,13.48,0.0,0.16,,,,,,,44.49,155.4,0.78,84.68,69.04,3.29,2.93,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456299,1999-06-25 14:00:00,KULU,459.07,352.8,107.94,-0.2,,,-0.9,1.13,79.25,67.56,4.84,,7.42,,,11.5,897.0,2.17,,13.38,0.98,0.16,,,,,,,42.09,170.4,0.77,79.4,67.56,3.32,3.08,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456308,1999-06-25 15:00:00,KULU,368.03,284.55,79.69,0.09,,,-0.52,1.64,79.56,67.98,3.87,,6.58,,,35.1,897.0,2.17,,14.86,1.56,0.16,,,,,,,41.79,185.4,0.77,79.56,67.98,3.4,3.23,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456331,1999-06-25 16:00:00,KULU,437.68,338.82,111.08,0.89,,,0.22,2.38,82.0,73.62,2.31,,5.56,,,32.6,896.9,2.17,,13.61,2.2,0.16,,,,,,,43.63,200.4,0.77,82.0,73.62,3.71,3.66,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456344,1999-06-25 17:00:00,KULU,422.18,321.41,100.52,1.62,,,0.71,2.48,82.3,75.78,1.29,,3.46,,,79.8,896.9,2.17,,13.36,2.46,0.16,,,,,,,47.31,215.4,0.76,82.3,75.78,3.93,3.84,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456362,1999-06-25 18:00:00,KULU,393.63,299.53,86.73,2.2,,,1.2,3.17,86.3,76.85,0.28,,1.34,,,117.6,897.1,2.17,,13.26,3.38,0.16,,,,,,,52.31,230.4,0.76,86.3,76.85,4.29,4.16,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456388,1999-06-25 19:00:00,KULU,309.29,243.5,54.83,1.95,,,1.11,3.59,87.6,78.48,0.21,,1.2,,,105.0,897.4,2.17,,14.6,3.42,0.16,,,,,,,58.1,245.4,0.79,87.6,78.48,4.28,4.26,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456411,1999-06-25 20:00:00,KULU,185.93,152.84,18.49,1.37,,,0.64,2.2,80.7,73.69,0.62,,1.46,,,137.1,897.6,2.17,,13.98,2.3,0.16,,,,,,,64.22,260.4,0.82,80.7,73.69,3.78,3.69,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456419,1999-06-25 21:00:00,KULU,165.27,139.81,29.42,1.0,,,0.24,1.83,84.4,76.9,1.44,,3.32,,,28.4,897.5,2.17,,14.15,2.0,0.16,,,,,,,70.29,275.4,,84.4,76.9,3.85,3.77,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456443,1999-06-25 22:00:00,KULU,110.53,96.81,9.97,0.67,,,-0.08,1.48,81.72,77.5,2.14,,3.7,,,22.0,897.5,2.18,,13.42,1.67,0.15,,,,,,,76.01,290.4,,81.72,77.5,3.64,3.71,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456451,1999-06-25 23:00:00,KULU,54.16,46.18,4.66,0.4,,,-0.45,1.02,82.32,79.3,2.71,,4.37,,,18.5,897.6,2.18,,13.32,1.29,0.15,,,,,,,81.06,305.4,,82.32,79.3,3.6,3.69,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,176,729446
456482,1999-06-26 00:00:00,KULU,23.68,19.98,-1.69,0.34,,,-0.5,0.98,79.75,74.0,3.78,,5.91,,354.5,17.2,897.6,2.18,,13.11,1.26,0.15,,,,,,,85.2,320.4,,79.75,74.0,3.47,3.44,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456489,1999-06-26 01:00:00,KULU,9.67,8.17,-12.15,0.07,,,-0.82,0.86,77.28,69.34,3.71,,6.29,,354.5,20.0,897.5,2.18,,13.13,1.17,0.15,,,,,,,88.19,335.4,,77.28,69.34,3.3,3.2,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456505,1999-06-26 02:00:00,KULU,2.73,2.43,-10.5,0.08,,,-0.8,0.94,72.32,63.56,5.08,,7.94,,354.5,14.9,897.4,2.18,,13.12,1.2,0.15,,,,,,,89.84,350.4,,72.32,63.56,3.09,2.94,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456536,1999-06-26 03:00:00,KULU,1.7,1.42,-6.59,-0.28,,,-1.13,0.39,73.59,66.24,6.62,,10.13,,279.9,12.9,896.8,2.18,,13.11,0.66,0.15,,,,,,,90.04,5.4,,73.78,66.24,3.06,2.95,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456558,1999-06-26 04:00:00,KULU,2.21,2.03,-5.2,-0.86,,,-1.58,0.02,76.77,68.03,6.68,,10.57,,348.9,5.2,896.5,2.19,,13.1,0.3,0.14,,,,,,,88.79,20.4,,77.41,68.03,3.06,2.95,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456566,1999-06-26 05:00:00,KULU,7.75,6.75,-7.23,-1.77,,,-2.33,-0.61,81.44,69.58,6.8,,10.97,,,5.8,896.4,2.15,,13.1,-0.36,0.18,,,,,,,86.17,35.4,,82.84,69.82,3.04,2.88,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456590,1999-06-26 06:00:00,KULU,17.12,15.46,-14.79,-2.71,,,-3.31,-1.61,83.42,78.5,7.18,,11.58,,,15.7,896.4,2.18,,13.12,-1.37,0.15,,,,,,,82.34,50.4,,85.63,79.54,2.9,3.02,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456608,1999-06-26 07:00:00,KULU,44.79,38.07,-8.24,-2.33,,,-2.83,-1.1,78.46,74.34,7.39,,11.66,,,10.8,896.4,2.18,,13.18,-0.88,0.15,,,,,,,77.51,65.4,,80.25,74.97,2.81,2.96,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456618,1999-06-26 08:00:00,KULU,137.09,116.52,16.17,-1.76,,,-2.11,-0.61,70.64,63.12,7.73,,12.05,,,17.7,896.5,2.18,,13.46,-0.59,0.15,,,,,,,71.96,80.4,,71.85,63.48,2.64,2.57,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456635,1999-06-26 09:00:00,KULU,205.04,186.66,28.79,-1.31,,,-1.76,-0.42,69.58,62.02,7.8,,12.23,,,6.0,896.7,2.18,,14.27,-0.42,0.15,,,,,,,65.95,95.4,0.91,70.46,62.27,2.68,2.55,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456651,1999-06-26 10:00:00,KULU,273.44,229.8,43.47,-0.93,,,-1.49,-0.19,70.3,62.29,7.9,,12.3,,,10.8,896.8,2.18,,14.74,-0.21,0.15,,,,,,,59.81,110.4,0.84,70.93,62.41,2.79,2.6,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456682,1999-06-26 11:00:00,KULU,338.96,270.64,68.19,-0.53,,,-1.28,0.2,72.59,65.9,8.34,,12.9,,,15.8,896.9,2.18,,14.36,0.12,0.15,,,,,,,53.89,125.4,0.8,72.96,65.9,2.97,2.82,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456699,1999-06-26 12:00:00,KULU,395.92,303.79,94.43,0.17,,,-0.61,0.95,74.1,66.46,8.09,,12.44,,,43.9,896.8,2.18,,13.97,0.82,0.15,,,,,,,48.63,140.4,0.77,74.1,66.46,3.19,3.0,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456707,1999-06-26 13:00:00,KULU,436.35,326.87,116.59,0.95,,,0.28,1.72,74.9,70.11,8.22,,12.6,,,25.6,896.7,2.18,,13.42,1.61,0.15,,,,,,,44.52,155.4,0.75,74.9,70.11,3.41,3.35,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456725,1999-06-26 14:00:00,KULU,464.24,339.23,131.14,1.03,,,0.99,2.47,74.1,73.19,7.91,,12.04,,,66.6,897.1,2.18,,13.75,2.36,0.15,,,,,,,42.12,170.4,0.73,74.1,73.19,3.39,3.68,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456744,1999-06-26 15:00:00,KULU,474.27,339.16,137.32,1.63,,,1.51,2.93,79.3,73.05,7.16,,11.1,,,22.4,897.3,2.18,,14.7,2.82,0.15,,,,,,,41.82,185.4,0.72,79.3,73.05,3.79,3.8,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456763,1999-06-26 16:00:00,KULU,466.75,330.11,136.94,2.16,,,1.91,3.26,78.8,79.09,6.73,,10.46,,,15.2,897.8,2.18,,14.09,3.18,0.15,,,,,,,43.66,200.4,0.71,78.8,79.09,3.91,4.22,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456776,1999-06-26 17:00:00,KULU,442.69,312.22,130.29,2.71,,,2.23,3.65,84.0,77.79,6.03,,9.4,,,16.8,898.0,2.18,,13.98,3.56,0.15,,,,,,,47.34,215.4,0.71,84.0,77.79,4.33,4.26,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456797,1999-06-26 18:00:00,KULU,402.85,287.65,116.69,2.92,,,2.33,3.74,84.8,78.86,4.24,,7.82,,316.1,22.2,898.6,2.19,,14.65,3.72,0.14,,,,,,,52.34,230.4,0.71,84.8,78.86,4.43,4.36,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456822,1999-06-26 19:00:00,KULU,350.24,257.34,93.48,3.3,,,2.78,4.44,80.21,77.75,0.72,,3.69,,330.7,80.4,899.7,2.19,,14.74,4.41,0.14,,,,,,,58.12,245.4,0.73,80.21,77.75,4.3,4.51,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456844,1999-06-26 20:00:00,KULU,291.44,220.95,67.33,2.8,,,2.2,3.7,86.1,80.01,6.03,,9.37,,75.1,25.0,899.2,2.19,,14.51,3.66,0.14,,,,,,,64.24,260.4,0.76,86.1,80.01,4.46,4.41,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456855,1999-06-26 21:00:00,KULU,227.03,181.19,40.77,2.52,,,1.84,3.36,81.0,81.1,7.01,,10.54,,35.8,22.7,898.9,2.19,,13.68,3.39,0.14,,,,,,,70.32,275.4,,81.0,81.1,4.12,4.38,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456876,1999-06-26 22:00:00,KULU,161.73,142.64,14.66,0.58,,,-0.05,2.91,85.85,76.3,7.42,,11.07,,45.9,72.5,898.9,2.18,,13.53,3.01,0.15,,,,,,,76.04,290.4,,85.85,76.3,3.79,4.01,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456896,1999-06-26 23:00:00,KULU,102.41,91.61,-6.53,0.04,,,-1.0,2.46,98.14,75.46,7.67,,12.45,,,90.9,899.2,2.09,,13.42,2.6,0.24,,,,,,,81.1,305.4,,98.14,75.46,4.17,3.85,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,177,729447
456909,1999-06-27 00:00:00,KULU,48.77,41.45,-28.05,0.03,,,-0.98,2.0,99.11,71.69,8.76,,13.21,,,61.6,899.6,2.09,,13.17,2.15,0.24,,,,,,,85.23,320.4,,99.11,71.69,4.2,3.54,,,,,,,,,,,,,,,,,,,,,,,,1999,June,Summer,178,729448
